gid,emd_cd,emd_nm_k,emd_nm_e,sgg_cd,sgg_nm_k,sgg_nm_e,sido_cd,sido_nm_k,sido_nm_e,value,stats_year,raw_d_year,geometry,구분
다라24bb68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.376,2022,202210,"MULTIPOLYGON (((924750 1668250, 924750 1668500, 925000 1668500, 925000 1668250, 924750 1668250)))",종합병원
다라25ba69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.297,2022,202210,"MULTIPOLYGON (((925500 1669000, 925500 1669250, 925750 1669250, 925750 1669000, 925500 1669000)))",종합병원
다라25bb68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.902,2022,202210,"MULTIPOLYGON (((925750 1668250, 925750 1668500, 926000 1668500, 926000 1668250, 925750 1668250)))",종합병원
다라24bb68bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.54,2022,202210,"MULTIPOLYGON (((924750 1668750, 924750 1669000, 925000 1669000, 925000 1668750, 924750 1668750)))",종합병원
다라25ba69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.432,2022,202210,"MULTIPOLYGON (((925500 1669500, 925500 1669750, 925750 1669750, 925750 1669500, 925500 1669500)))",종합병원
다라27aa69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.484,2022,202210,"MULTIPOLYGON (((927000 1669500, 927000 1669750, 927250 1669750, 927250 1669500, 927000 1669500)))",종합병원
다라25ab69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.021,2022,202210,"MULTIPOLYGON (((925250 1669000, 925250 1669250, 925500 1669250, 925500 1669000, 925250 1669000)))",종합병원
다라27ab69bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.145,2022,202210,"MULTIPOLYGON (((927250 1669750, 927250 1670000, 927500 1670000, 927500 1669750, 927250 1669750)))",종합병원
다라24bb68ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.804,2022,202210,"MULTIPOLYGON (((924750 1668500, 924750 1668750, 925000 1668750, 925000 1668500, 924750 1668500)))",종합병원
다라26ab68bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.657,2022,202210,"MULTIPOLYGON (((926250 1668750, 926250 1669000, 926500 1669000, 926500 1668750, 926250 1668750)))",종합병원
다라25aa68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.822,2022,202210,"MULTIPOLYGON (((925000 1668250, 925000 1668500, 925250 1668500, 925250 1668250, 925000 1668250)))",종합병원
다라27ba69bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.624,2022,202210,"MULTIPOLYGON (((927500 1669750, 927500 1670000, 927750 1670000, 927750 1669750, 927500 1669750)))",종합병원
다라25bb68ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.598,2022,202210,"MULTIPOLYGON (((925750 1668500, 925750 1668750, 926000 1668750, 926000 1668500, 925750 1668500)))",종합병원
다라26ab67bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.363,2022,202210,"MULTIPOLYGON (((926250 1667750, 926250 1668000, 926500 1668000, 926500 1667750, 926250 1667750)))",종합병원
다라25bb69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.974,2022,202210,"MULTIPOLYGON (((925750 1669000, 925750 1669250, 926000 1669250, 926000 1669000, 925750 1669000)))",종합병원
다라26aa69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.743,2022,202210,"MULTIPOLYGON (((926000 1669000, 926000 1669250, 926250 1669250, 926250 1669000, 926000 1669000)))",종합병원
다라26ab69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.576,2022,202210,"MULTIPOLYGON (((926250 1669000, 926250 1669250, 926500 1669250, 926500 1669000, 926250 1669000)))",종합병원
다라26aa67bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.49,2022,202210,"MULTIPOLYGON (((926000 1667750, 926000 1668000, 926250 1668000, 926250 1667750, 926000 1667750)))",종합병원
다라25aa69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.021,2022,202210,"MULTIPOLYGON (((925000 1669250, 925000 1669500, 925250 1669500, 925250 1669250, 925000 1669250)))",종합병원
다라26aa67ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.801,2022,202210,"MULTIPOLYGON (((926000 1667500, 926000 1667750, 926250 1667750, 926250 1667500, 926000 1667500)))",종합병원
다라25ba68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.705,2022,202210,"MULTIPOLYGON (((925500 1668250, 925500 1668500, 925750 1668500, 925750 1668250, 925500 1668250)))",종합병원
다라25aa69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.158,2022,202210,"MULTIPOLYGON (((925000 1669000, 925000 1669250, 925250 1669250, 925250 1669000, 925000 1669000)))",종합병원
다라27aa69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.424,2022,202210,"MULTIPOLYGON (((927000 1669000, 927000 1669250, 927250 1669250, 927250 1669000, 927000 1669000)))",종합병원
다라25aa68aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.091,2022,202210,"MULTIPOLYGON (((925000 1668000, 925000 1668250, 925250 1668250, 925250 1668000, 925000 1668000)))",종합병원
다라25bb68aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.232,2022,202210,"MULTIPOLYGON (((925750 1668000, 925750 1668250, 926000 1668250, 926000 1668000, 925750 1668000)))",종합병원
다라24bb68aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,6.395,2022,202210,"MULTIPOLYGON (((924750 1668000, 924750 1668250, 925000 1668250, 925000 1668000, 924750 1668000)))",종합병원
다라25bb68bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.194,2022,202210,"MULTIPOLYGON (((925750 1668750, 925750 1669000, 926000 1669000, 926000 1668750, 925750 1668750)))",종합병원
다라26aa69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.238,2022,202210,"MULTIPOLYGON (((926000 1669500, 926000 1669750, 926250 1669750, 926250 1669500, 926000 1669500)))",종합병원
다라25ba67bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,12.097,2022,202210,"MULTIPOLYGON (((925500 1667750, 925500 1668000, 925750 1668000, 925750 1667750, 925500 1667750)))",종합병원
다라26ab69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.018,2022,202210,"MULTIPOLYGON (((926250 1669250, 926250 1669500, 926500 1669500, 926500 1669250, 926250 1669250)))",종합병원
다라25ab69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.602,2022,202210,"MULTIPOLYGON (((925250 1669500, 925250 1669750, 925500 1669750, 925500 1669500, 925250 1669500)))",종합병원
다라25bb69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,5.18,2022,202210,"MULTIPOLYGON (((925750 1669250, 925750 1669500, 926000 1669500, 926000 1669250, 925750 1669250)))",종합병원
