gid,emd_cd,emd_nm_k,emd_nm_e,sgg_cd,sgg_nm_k,sgg_nm_e,sido_cd,sido_nm_k,sido_nm_e,value,stats_year,raw_d_year,geometry,구분
다라29aa69ba,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.363,2022,202210,"MULTIPOLYGON (((929000 1669500, 929000 1669750, 929250 1669750, 929250 1669500, 929000 1669500)))",도서관
다라28bb69aa,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.1,2022,202210,"MULTIPOLYGON (((928750 1669000, 928750 1669250, 929000 1669250, 929000 1669000, 928750 1669000)))",도서관
다라28bb68bb,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.611,2022,202210,"MULTIPOLYGON (((928750 1668750, 928750 1669000, 929000 1669000, 929000 1668750, 928750 1668750)))",도서관
다라28bb69ab,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.697,2022,202210,"MULTIPOLYGON (((928750 1669250, 928750 1669500, 929000 1669500, 929000 1669250, 928750 1669250)))",도서관
다라28aa69aa,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.23,2022,202210,"MULTIPOLYGON (((928000 1669000, 928000 1669250, 928250 1669250, 928250 1669000, 928000 1669000)))",도서관
다라28ab70aa,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.383,2022,202210,"MULTIPOLYGON (((928250 1670000, 928250 1670250, 928500 1670250, 928500 1670000, 928250 1670000)))",도서관
다라28ab69ab,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.61,2022,202210,"MULTIPOLYGON (((928250 1669250, 928250 1669500, 928500 1669500, 928500 1669250, 928250 1669250)))",도서관
다라28ba70ab,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.266,2022,202210,"MULTIPOLYGON (((928500 1670250, 928500 1670500, 928750 1670500, 928750 1670250, 928500 1670250)))",도서관
다라27bb69bb,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.313,2022,202210,"MULTIPOLYGON (((927750 1669750, 927750 1670000, 928000 1670000, 928000 1669750, 927750 1669750)))",도서관
다라29aa70aa,46170102,송월동,Songwol-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.212,2022,202210,"MULTIPOLYGON (((929000 1670000, 929000 1670250, 929250 1670250, 929250 1670000, 929000 1670000)))",도서관
다라26aa68bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.456,2022,202210,"MULTIPOLYGON (((926000 1668750, 926000 1669000, 926250 1669000, 926250 1668750, 926000 1668750)))",도서관
다라26aa67ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.782,2022,202210,"MULTIPOLYGON (((926000 1667500, 926000 1667750, 926250 1667750, 926250 1667500, 926000 1667500)))",도서관
다라25aa69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.394,2022,202210,"MULTIPOLYGON (((925000 1669250, 925000 1669500, 925250 1669500, 925250 1669250, 925000 1669250)))",도서관
다라25ba68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.317,2022,202210,"MULTIPOLYGON (((925500 1668250, 925500 1668500, 925750 1668500, 925750 1668250, 925500 1668250)))",도서관
다라26ab69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.331,2022,202210,"MULTIPOLYGON (((926250 1669000, 926250 1669250, 926500 1669250, 926500 1669000, 926250 1669000)))",도서관
다라26aa67bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.594,2022,202210,"MULTIPOLYGON (((926000 1667750, 926000 1668000, 926250 1668000, 926250 1667750, 926000 1667750)))",도서관
다라27ba69bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.379,2022,202210,"MULTIPOLYGON (((927500 1669750, 927500 1670000, 927750 1670000, 927750 1669750, 927500 1669750)))",도서관
다라25bb69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.12,2022,202210,"MULTIPOLYGON (((925750 1669000, 925750 1669250, 926000 1669250, 926000 1669000, 925750 1669000)))",도서관
다라25bb68ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.739,2022,202210,"MULTIPOLYGON (((925750 1668500, 925750 1668750, 926000 1668750, 926000 1668500, 925750 1668500)))",도서관
다라25aa68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.397,2022,202210,"MULTIPOLYGON (((925000 1668250, 925000 1668500, 925250 1668500, 925250 1668250, 925000 1668250)))",도서관
다라25ba68bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.83,2022,202210,"MULTIPOLYGON (((925500 1668750, 925500 1669000, 925750 1669000, 925750 1668750, 925500 1668750)))",도서관
다라26aa67ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.11,2022,202210,"MULTIPOLYGON (((926000 1667250, 926000 1667500, 926250 1667500, 926250 1667250, 926000 1667250)))",도서관
다라26ba69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.635,2022,202210,"MULTIPOLYGON (((926500 1669500, 926500 1669750, 926750 1669750, 926750 1669500, 926500 1669500)))",도서관
다라26aa69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.289,2022,202210,"MULTIPOLYGON (((926000 1669000, 926000 1669250, 926250 1669250, 926250 1669000, 926000 1669000)))",도서관
다라26ab67bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.537,2022,202210,"MULTIPOLYGON (((926250 1667750, 926250 1668000, 926500 1668000, 926500 1667750, 926250 1667750)))",도서관
다라25ab68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.373,2022,202210,"MULTIPOLYGON (((925250 1668250, 925250 1668500, 925500 1668500, 925500 1668250, 925250 1668250)))",도서관
다라27ab69bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.901,2022,202210,"MULTIPOLYGON (((927250 1669750, 927250 1670000, 927500 1670000, 927500 1669750, 927250 1669750)))",도서관
다라24bb68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.444,2022,202210,"MULTIPOLYGON (((924750 1668250, 924750 1668500, 925000 1668500, 925000 1668250, 924750 1668250)))",도서관
다라25bb68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.516,2022,202210,"MULTIPOLYGON (((925750 1668250, 925750 1668500, 926000 1668500, 926000 1668250, 925750 1668250)))",도서관
다라24bb68ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.831,2022,202210,"MULTIPOLYGON (((924750 1668500, 924750 1668750, 925000 1668750, 925000 1668500, 924750 1668500)))",도서관
다라25ba69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.407,2022,202210,"MULTIPOLYGON (((925500 1669500, 925500 1669750, 925750 1669750, 925750 1669500, 925500 1669500)))",도서관
다라25ba69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.195,2022,202210,"MULTIPOLYGON (((925500 1669000, 925500 1669250, 925750 1669250, 925750 1669000, 925500 1669000)))",도서관
다라27aa69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.207,2022,202210,"MULTIPOLYGON (((927000 1669500, 927000 1669750, 927250 1669750, 927250 1669500, 927000 1669500)))",도서관
다라24bb68bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.445,2022,202210,"MULTIPOLYGON (((924750 1668750, 924750 1669000, 925000 1669000, 925000 1668750, 924750 1668750)))",도서관
다라25ab69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.136,2022,202210,"MULTIPOLYGON (((925250 1669000, 925250 1669250, 925500 1669250, 925500 1669000, 925250 1669000)))",도서관
다라25ba69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,4.664,2022,202210,"MULTIPOLYGON (((925500 1669250, 925500 1669500, 925750 1669500, 925750 1669250, 925500 1669250)))",도서관
다라26ab68aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.863,2022,202210,"MULTIPOLYGON (((926250 1668000, 926250 1668250, 926500 1668250, 926500 1668000, 926250 1668000)))",도서관
다라25bb67ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.462,2022,202210,"MULTIPOLYGON (((925750 1667500, 925750 1667750, 926000 1667750, 926000 1667500, 925750 1667500)))",도서관
다라26aa68ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.209,2022,202210,"MULTIPOLYGON (((926000 1668250, 926000 1668500, 926250 1668500, 926250 1668250, 926000 1668250)))",도서관
다라27ab69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.383,2022,202210,"MULTIPOLYGON (((927250 1669250, 927250 1669500, 927500 1669500, 927500 1669250, 927250 1669250)))",도서관
다라25ba69bb,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.525,2022,202210,"MULTIPOLYGON (((925500 1669750, 925500 1670000, 925750 1670000, 925750 1669750, 925500 1669750)))",도서관
다라26bb69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.666,2022,202210,"MULTIPOLYGON (((926750 1669250, 926750 1669500, 927000 1669500, 927000 1669250, 926750 1669250)))",도서관
다라26ab69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.661,2022,202210,"MULTIPOLYGON (((926250 1669250, 926250 1669500, 926500 1669500, 926500 1669250, 926250 1669250)))",도서관
다라26aa68aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,1.998,2022,202210,"MULTIPOLYGON (((926000 1668000, 926000 1668250, 926250 1668250, 926250 1668000, 926000 1668000)))",도서관
다라27aa69ab,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.688,2022,202210,"MULTIPOLYGON (((927000 1669250, 927000 1669500, 927250 1669500, 927250 1669250, 927000 1669250)))",도서관
다라27ba69ba,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,2.247,2022,202210,"MULTIPOLYGON (((927500 1669500, 927500 1669750, 927750 1669750, 927750 1669500, 927500 1669500)))",도서관
다라26ba69aa,46170103,안창동,Anchang-dong,46170,나주시,Naju-si,46,전라남도,Jellanam-do,3.012,2022,202210,"MULTIPOLYGON (((926500 1669000, 926500 1669250, 926750 1669250, 926750 1669000, 926500 1669000)))",도서관
