충전소명,충전소 주소,대분류,소분류,충전소ID,충전기ID,충전기타입,충전용량,충전방식(단독_동시),충전기상태,상태정보수신일,마지막 충전시작일시,마지막 충전종료일시,충전중 충전시작일시,2023년 10월 충전횟수,2023년 10월 충전량,2023년 11월 충전횟수,2023년 11월 충전량,2023년 12월 충전횟수,2023년 12월 충전량,2024년 1월 충전횟수,2024년 1월 충전량
한국상하수도협회,서울특별시 영등포구 대림로 244 ,공공시설,공공기관,ME20A1a6,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 8:30,2024-02-06 9:02,,408,5525.91,350,4255.05,377,4575.38,340,4461.98
면목2동공영주차장,서울특별시 중랑구 겸재로23길 27 ,주차시설,공영주차장,ME20A1a7,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-06 8:21,2024-02-06 9:01,,60,1394.71,92,1778.48,137,2534.26,110,2076.61
중화제1공영주차장,서울특별시 중랑구 중화동 73-5 ,주차시설,공영주차장,ME20A1a8,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-06 9:04,2024-02-06 9:44,,167,2406.58,169,2864.58,193,3525.31,197,2994.73
중화제4공영주차장,서울특별시 중랑구 중화동 73-10 ,주차시설,공영주차장,ME20A1a9,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-04 18:29,2024-02-04 19:01,,29,584.14,23,452.27,48,1234.03,54,1201.18
중랑역제1공영주차장,서울특별시 중랑구 중화동 73-6 ,주차시설,공영주차장,ME20A1b0,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 21:36,2024-02-05 22:05,,112,3048.63,113,2584.04,175,3886.9,154,3277.64
광진문화예술회관,서울특별시 광진구 능동로 76 ,공공시설,지자체시설,ME20A278,21,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:11,2024-02-06 6:27,2024-02-06 7:07,2024-02-06 10:01,92,2337.75,103,2703.2,176,4352.08,88,2212.49
광진문화예술회관,서울특별시 광진구 능동로 76 ,공공시설,지자체시설,ME20A278,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 6:25,2024-02-06 6:56,,94,2218.8,99,2467.77,149,3505.18,59,1388.65
한국과학기술원 서울캠퍼스,서울특별시 동대문구 회기로 85 ,교육문화시설,학교,ME20A279,21,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:14,2024-02-05 19:43,2024-02-05 20:22,2024-02-06 10:14,87,1976.07,97,1809.03,17,214.01,112,1765.6
한국과학기술원 서울캠퍼스,서울특별시 동대문구 회기로 85 ,교육문화시설,학교,ME20A279,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:13,2024-02-05 16:57,2024-02-05 17:37,,127,2454.08,111,2197.56,13,263.53,91,1436.56
서울시설공단,서울특별시 성동구 청계천로 540 ,공공시설,공공기관,ME20A280,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 19:53,2024-02-05 20:15,,97,2218.13,80,1935.23,71,1706.64,50,1216.55
서울시설공단,서울특별시 성동구 청계천로 540 ,공공시설,공공기관,ME20A280,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 11:01,2024-02-05 11:41,,12,252.9,27,626.29,21,523.49,14,292.39
현대백화점 목동점,서울특별시 양천구 목동동로 257 ,상업시설,백화점,ME20A301,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 9:59,2024-02-05 10:39,,117,3132.67,119,3483.7,152,4484.5,124,3494.21
현대백화점 목동점,서울특별시 양천구 목동동로 257 ,상업시설,백화점,ME20A301,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 20:30,2024-02-05 20:52,,112,3246.27,116,3491.55,179,4930.03,155,3751.0
현대백화점 목동점,서울특별시 양천구 목동동로 257 ,상업시설,백화점,ME20A301,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 17:35,2024-02-05 18:12,,39,928.99,88,2560.99,94,2352.84,98,2391.12
마포구청,서울특별시 마포구 월드컵로 212 ,공공시설,관공서,ME20A409,21,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 16:57,2024-02-05 17:16,,297,5682.05,301,4889.11,204,1953.7,201,4673.55
마포구청,서울특별시 마포구 월드컵로 212 ,공공시설,관공서,ME20A409,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 6:11,2024-02-06 6:51,,138,2893.81,145,1690.19,214,2382.66,224,4724.09
마포구청,서울특별시 마포구 월드컵로 212 ,공공시설,관공서,ME20A409,23,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:13,2024-02-05 18:00,2024-02-05 18:13,,268,6606.24,313,7253.15,329,7342.98,230,5346.57
마포구청,서울특별시 마포구 월드컵로 212 ,공공시설,관공서,ME20A409,24,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:13,2024-02-06 6:19,2024-02-06 6:59,,161,3816.57,215,5264.97,198,4450.9,150,3747.0
국회 서편 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A410,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 8:49,2024-02-05 9:27,,157,2918.06,172,3172.83,149,2564.23,105,1912.43
국회 서편 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A410,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:14,2024-02-06 9:54,2024-02-06 10:10,,135,3113.21,148,2845.85,105,2038.16,105,2141.75
국회 서편 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A410,3,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:15,2024-02-06 9:24,2024-02-06 10:04,2024-02-06 10:15,144,3401.62,184,4147.2,139,2738.13,176,3491.65
국회 서편 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A410,91,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-06 9:11,2024-02-06 9:51,,134,2653.64,149,2685.22,168,2892.98,144,2486.35
국회 헌정기념관 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A411,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-05 17:50,2024-02-05 18:07,,109,2416.69,104,2193.03,109,2327.04,107,2175.39
국회 헌정기념관 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A411,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 20:36,2024-02-05 21:08,,50,818.43,62,1390.06,83,1426.72,72,1211.68
국회 헌정기념관 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A411,3,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-05 17:37,2024-02-05 17:39,,51,1068.43,85,1592.09,63,1206.48,71,1104.03
국회 헌정기념관 주차장,서울특별시 영등포구 여의도동 1 ,공공시설,공공기관,ME20A411,4,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-05 17:40,2024-02-05 17:42,,74,1588.45,92,1875.44,90,1998.54,80,1524.86
한국교통안전공단 구로자동차검사소,서울특별시 구로구 경인로 113 ,공공시설,관공서,ME21A114,1,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:15,2024-02-06 6:06,2024-02-06 6:33,2024-02-06 10:01,209,4836.01,370,8523.01,428,9635.05,394,8373.49
금천종합복지타운,서울특별시 금천구 금하로 764 ,근린생활시설,복지관,ME21A128,1,DC콤보,급속(100kW단독),단독,통신이상,2024-02-05 18:18,2024-02-05 12:15,2024-02-05 12:43,,74,1571.5,101,1993.5,129,2576.21,83,2028.56
화곡6-1 공영주차장,서울특별시 강서구 우장산로 114 ,주차시설,공영주차장,ME21B131,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-04 22:50,2024-02-04 23:20,,23,497.44,17,508.06,43,1020.78,47,1095.5
볏골공원 공영주차장,서울특별시 강서구 까치산로4길 22 ,주차시설,공영주차장,ME21B132,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 9:56,2024-02-06 9:16,2024-02-06 9:56,,197,5014.3,272,6759.4,298,6394.43,288,6182.3
화곡8-2 공영주차장,서울특별시 강서구 초록마을로 126 ,주차시설,공영주차장,ME21B133,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-04 18:32,2024-02-04 19:01,,13,246.06,58,1506.32,16,328.69,23,513.98
쌍문1동 2공영주차장,서울특별시 도봉구 쌍문1동 378-35 ,주차시설,공영주차장,ME21B157,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 9:59,2024-02-06 7:21,2024-02-06 7:57,,224,4237.28,249,4601.07,292,5493.46,314,5355.88
번동 햇살 공영주차장,서울특별시 강북구 오현로21길 84 ,주차시설,공영주차장,ME21B164,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 19:16,2024-02-05 19:56,,40,903.99,13,253.83,17,383.76,21,430.22
자양2동 유수지 주차장,서울특별시 광진구 뚝섬로52길 74-1 ,주차시설,일반주차장,ME21B168,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:16,2024-02-06 2:32,2024-02-06 2:44,,117,3454.6,141,3451.13,124,3309.54,134,3566.08
서울서부경찰서,서울특별시 은평구 진흥로 58 ,근린생활시설,경찰서,ME21B171,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 9:56,2024-02-06 8:24,2024-02-06 8:55,,109,3050.49,170,4358.1,163,4335.16,167,4492.99
서울마포경찰서,서울특별시 마포구 마포대로 183 ,근린생활시설,경찰서,ME21B180,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 20:49,2024-02-05 21:08,,75,2261.12,104,2804.19,128,3632.43,102,2899.85
석관동주민센터,서울특별시 성북구 화랑로 296 ,공공시설,주민센터,ME21B1C3,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 9:53,2024-02-06 8:12,2024-02-06 8:52,,323,8085.36,364,8284.19,413,8648.17,334,6627.0
강서소방서,서울특별시 강서구 양천로 550 ,공공시설,공공기관,ME21B211,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-03 9:46,2024-02-03 10:30,,64,1363.5,46,873.22,68,1236.53,69,1589.29
강서소방서,서울특별시 강서구 양천로 550 ,공공시설,공공기관,ME21B211,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 16:46,2024-02-05 17:06,,80,1893.39,83,1853.97,118,2687.5,146,3176.24
서울강남경찰서,서울특별시 강남구 테헤란로114길 11 ,근린생활시설,경찰서,ME21B234,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-06 1:48,2024-02-06 2:07,,100,2402.54,114,3052.44,134,3311.97,106,2600.36
서울강남경찰서,서울특별시 강남구 테헤란로114길 11 ,근린생활시설,경찰서,ME21B234,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:12,2024-02-06 7:00,2024-02-06 7:43,,104,2477.61,198,4599.46,213,5061.1,196,4998.8
경찰청,서울특별시 서대문구 통일로 97 ,근린생활시설,경찰서,ME21B244,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:07,2024-02-06 9:27,2024-02-06 10:07,,22,598.33,32,757.94,28,523.86,34,753.76
경찰청,서울특별시 서대문구 통일로 97 ,근린생활시설,경찰서,ME21B244,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 9:28,2024-02-05 10:02,,14,358.97,14,450.24,18,451.6,23,666.15
동대문소방서,서울특별시 동대문구 장한로 34 ,공공시설,관공서,ME21B245,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 9:47,2024-02-06 8:41,2024-02-06 9:17,,307,7080.01,334,7525.43,356,8133.85,355,7757.48
동대문소방서,서울특별시 동대문구 장한로 34 ,공공시설,관공서,ME21B245,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 9:57,2024-02-06 8:46,2024-02-06 9:27,,217,5009.66,246,5182.74,316,5953.81,293,5363.55
남부수도사업소,서울특별시 동작구 여의대방로10길 97 ,공공시설,공공기관,ME21B305,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:08,2024-02-06 8:57,2024-02-06 9:37,,79,1640.59,97,1967.65,88,1906.87,136,2505.11
남부수도사업소,서울특별시 동작구 여의대방로10길 97 ,공공시설,공공기관,ME21B305,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:11,2024-02-06 7:29,2024-02-06 8:10,,26,576.63,62,937.1,85,1442.29,71,1380.76
남부수도사업소,서울특별시 동작구 여의대방로10길 97 ,공공시설,공공기관,ME21B305,3,DC콤보,급속(100kW단독),단독,충전중,2024-02-06 10:15,2024-02-06 8:21,2024-02-06 9:01,2024-02-06 9:40,117,2572.18,135,2894.44,182,4015.29,156,2898.34
서울경찰청,서울특별시 종로구 사직로8길 31 ,근린생활시설,경찰서,ME21B309,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:13,2024-02-01 13:45,2024-02-01 14:03,,16,415.32,23,608.78,22,640.07,16,295.8
서울경찰청,서울특별시 종로구 사직로8길 31 ,근린생활시설,경찰서,ME21B309,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 14:55,2024-02-05 15:35,,26,541.38,39,686.37,33,729.39,33,643.85
서울경찰청,서울특별시 종로구 사직로8길 31 ,근린생활시설,경찰서,ME21B309,3,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 15:03,2024-02-05 15:42,,41,778.08,55,1027.86,59,1278.38,66,1451.11
우이동교통광장,서울특별시 강북구 우이동 산101-5 ,공공시설,지자체시설,ME21B404,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-06 1:50,2024-02-06 2:08,,125,3090.56,168,4144.95,212,5329.5,246,5652.42
우이동교통광장,서울특별시 강북구 우이동 산101-5 ,공공시설,지자체시설,ME21B404,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 23:49,2024-02-06 0:12,,41,908.24,38,812.72,77,1623.12,58,1303.58
우이동교통광장,서울특별시 강북구 우이동 산101-5 ,공공시설,지자체시설,ME21B404,3,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 18:38,2024-02-05 19:20,,39,906.84,37,1033.13,64,1608.27,82,1804.64
우이동교통광장,서울특별시 강북구 우이동 산101-5 ,공공시설,지자체시설,ME21B404,4,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-05 16:16,2024-02-05 16:56,,120,2406.1,134,3122.66,133,2673.68,168,3492.68
마포소금나루도서관,서울특별시 마포구 염리동 61-4 ,근린생활시설,도서관,ME21B412,1,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-03 13:31,2024-02-03 14:12,,11,220.69,5,89.06,12,187.78,16,204.75
마포소금나루도서관,서울특별시 마포구 염리동 61-4 ,근린생활시설,도서관,ME21B412,2,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-01 17:43,2024-02-01 18:23,,10,265.03,7,237.55,10,211.63,8,198.13
마포소금나루도서관,서울특별시 마포구 염리동 61-4 ,근린생활시설,도서관,ME21B412,3,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 9:46,2024-02-06 8:29,2024-02-06 8:45,,31,818.6,32,836.81,40,1085.65,59,1549.83
마포소금나루도서관,서울특별시 마포구 염리동 61-4 ,근린생활시설,도서관,ME21B412,4,DC콤보,급속(100kW단독),단독,사용가능,2024-02-06 10:15,2024-02-04 20:27,2024-02-04 21:02,,21,530.59,28,819.54,31,688.92,37,888.95
답십리1동주민센터,서울특별시 동대문구 사가정로 30 ,공공시설,관공서,ME21C250,21,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:16,2024-02-06 9:03,2024-02-06 9:44,2024-02-06 9:55,323,6029.11,308,6276.73,313,6556.29,338,6521.51
답십리1동주민센터,서울특별시 동대문구 사가정로 30 ,공공시설,관공서,ME21C250,22,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:16,2024-02-06 9:45,2024-02-06 10:09,,298,6069.49,298,7037.22,243,6142.75,236,5118.6
서울강서경찰서,서울특별시 강서구 화곡로 308 ,근린생활시설,경찰서,ME21C251,21,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:16,2024-02-06 2:03,2024-02-06 2:43,2024-02-06 9:44,161,3613.13,221,5153.73,307,6627.5,293,6269.11
서울강서경찰서,서울특별시 강서구 화곡로 308 ,근린생활시설,경찰서,ME21C251,22,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-06 8:49,2024-02-06 9:06,,233,5997.99,281,6651.41,335,7946.82,255,6069.5
개포동공원 공영주차장,서울특별시 강남구 개포로 509 ,주차시설,공영주차장,ME21D045,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:09,2024-02-06 8:41,2024-02-06 9:11,,70,1862.18,58,1302.26,84,1685.14,81,1881.84
탄천제2호 공영주차장,서울특별시 강남구 일원동 4-49 ,주차시설,공영주차장,ME21D046,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-06 9:28,2024-02-06 9:44,,180,4083.98,175,4131.58,171,3379.82,194,3770.56
독산1동 공영주차장,서울특별시 금천구 범안로12가길 65 ,주차시설,공영주차장,ME21D047,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 9:54,2024-02-06 8:43,2024-02-06 9:23,,122,3137.82,105,2784.43,182,3828.77,213,3810.17
