충전소명,충전소 주소,대분류,소분류,충전소ID,충전기ID,충전기타입,충전용량,충전방식(단독_동시),충전기상태,상태정보수신일,마지막 충전시작일시,마지막 충전종료일시,충전중 충전시작일시,2023년 10월 충전횟수,2023년 10월 충전량,2023년 11월 충전횟수,2023년 11월 충전량,2023년 12월 충전횟수,2023년 12월 충전량,2024년 1월 충전횟수,2024년 1월 충전량
롯데마트 송파점,서울특별시 송파구 중대로 80  지하4층 C8,상업시설,마트(쇼핑몰),ME174029,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:13,2024-02-05 22:42,2024-02-05 23:09,,115,1563.51,221,3406.55,254,3720.59,259,3742.44
신길6동 공영노외주차장(구 신길 제5동 주민센터),서울특별시 영등포구 신길동 3203 ,기타시설,공중전화부스,ME174031,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:15,2024-02-05 16:43,2024-02-05 17:23,,67,1192.65,122,2151.98,143,2381.16,150,2454.97
신길4동1마을공원 공영주차장,서울특별시 영등포구 신길로40길 5  1층 정면,주차시설,공영주차장,ME174032,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:15,2024-02-05 17:30,2024-02-05 17:49,,114,2045.51,125,2084.03,98,1682.96,127,2036.38
영등포 제3공영,서울특별시 영등포구 영중로3길 7  지하1층 여성전용구역,주차시설,공영주차장,ME174034,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:11,2024-02-06 7:09,2024-02-06 7:52,,158,3584.56,168,3421.91,204,4028.02,190,3716.8
현대자동차 수색대리점,서울특별시 은평구 수색로 342-1 ,차량정비시설,서비스센터,ME174037,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,충전중,2024-02-06 10:12,2024-02-05 21:29,2024-02-05 22:00,,123,2053.04,154,2661.1,115,1681.56,78,1136.99
은평구민체육센터,서울특별시 은평구 진관1로 40  입구 앞,공공시설,지자체시설,ME174038,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,충전중,2024-02-06 10:16,2024-02-06 2:29,2024-02-06 3:10,,182,3120.47,162,2868.18,240,4437.41,238,4355.77
태화빌딩,서울특별시 종로구 인사동5길 29  지상주차장,공동주택시설,사업장(사옥),ME174039,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:13,2024-02-05 11:26,2024-02-05 12:09,,34,874.11,47,1132.5,56,1133.59,49,1117.22
한국예술종합학교(종로),서울특별시 종로구 창경궁로 215  우측,교육문화시설,학교,ME174040,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,충전중,2024-02-06 10:14,2024-02-06 9:57,2024-02-06 10:11,,110,2033.05,80,1400.38,113,1748.27,133,1854.75
국립극장,서울특별시 중구 장충단로 59  국립극장 좌측 출구 주차장,공공시설,지자체시설,ME174041,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:14,2024-02-05 13:27,2024-02-05 14:08,,132,2258.35,100,1546.12,89,1055.62,76,1070.77
국립극장,서울특별시 중구 장충단로 59  국립극장 좌측 출구 주차장,공공시설,지자체시설,ME174041,2,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:14,2024-02-06 6:57,2024-02-06 7:37,,29,446.66,124,1861.79,154,2132.02,135,1922.39
용마폭포공원 공영주차장,서울특별시 중랑구 용마산로 250-12  출구쪽,주차시설,공영주차장,ME174044,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,통신이상,2024-02-05 22:41,2024-02-05 16:30,2024-02-05 17:11,,147,2483.06,151,2513.58,206,3679.96,207,3493.05
서울만남(부산) 휴게소,서울특별시 서초구 양재대로12길 73-71 (원지동) ,휴게시설,고속도로 휴게소,ME178009,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:12,2024-02-06 9:38,2024-02-06 10:12,,445,7005.23,498,8391.58,541,8963.74,454,7141.03
서울만남(부산) 휴게소,서울특별시 서초구 양재대로12길 73-71 (원지동) ,휴게시설,고속도로 휴게소,ME178009,2,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:15,2024-02-06 0:13,2024-02-06 0:59,,350,5917.05,450,7886.46,463,7874.53,469,7984.45
파크하얏트서울호텔,서울특별시 강남구 테헤란로606 ,상업시설,숙박시설,ME181101,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:12,2024-01-31 16:36,2024-01-31 17:18,,0,0.0,2,16.91,11,83.54,35,592.46
스위스그랜드호텔(구 그랜드힐튼호텔),서울특별시 서대문구 연희로 353 ,상업시설,숙박시설,ME181102,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:12,2024-02-05 11:52,2024-02-05 12:35,,89,1616.65,121,2173.22,131,2336.32,115,2016.56
롯데 VIC마켓 금천점,서울특별시 금천구 두산로 71 (독산동) ,상업시설,마트(쇼핑몰),ME181133,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:16,2024-02-05 12:49,2024-02-05 13:28,,31,360.07,39,424.55,27,336.66,28,409.74
롯데 VIC마켓 금천점,서울특별시 금천구 두산로 71 (독산동) ,상업시설,마트(쇼핑몰),ME181133,2,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:13,2024-02-05 15:35,2024-02-05 15:56,,26,303.14,17,152.16,37,444.66,26,376.23
우리은행본점,서울특별시 중구 소공로 51번지 ,근린생활시설,금융기관,ME181150,12,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:16,2024-02-05 15:01,2024-02-05 15:42,,22,424.45,20,352.99,28,525.38,22,387.57
우리은행본점,서울특별시 중구 소공로 51번지 ,근린생활시설,금융기관,ME181150,13,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:16,2024-02-02 17:05,2024-02-02 17:08,,17,283.21,26,484.37,36,634.66,35,637.89
마곡레포츠센터 ,"서울특별시 강서구 양천로 251, 입구 우측 ",공공시설,지자체시설,ME183001,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:15,2024-02-05 15:02,2024-02-05 15:23,,99,1435.9,71,981.08,0,0.0,19,257.72
창2동 제4공영주차장,서울특별시 도봉구 창2동 582-22 ,주차시설,공영주차장,ME183002,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:16,2024-02-05 14:34,2024-02-05 14:45,,104,2021.69,107,1918.84,116,2020.22,66,1206.41
창3동 제1공영주차장,"서울특별시 도봉구 창3동 504-21, 좌측 안쪽 ",주차시설,공영주차장,ME183003,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:12,2024-02-03 18:44,2024-02-03 19:24,,83,1199.08,91,1436.12,59,934.95,55,1037.45
창천공영주차장,"서울특별시 마포구 노고산동 33-1, B3 28 ",주차시설,공영주차장,ME183004,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:14,2024-02-06 1:29,2024-02-06 1:58,,118,2080.99,149,3052.61,193,3427.42,194,3412.0
번동햇살 공영주차장,"서울특별시 강북구 오현로 21길 84, 옥상 주차장 ",주차시설,공영주차장,ME183005,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:15,2024-02-06 0:49,2024-02-06 1:32,,42,756.17,18,266.45,13,220.45,16,198.3
난향동 주민센터,서울특별시 관악구 난곡로 67 ,공공시설,주민센터,ME183006,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:13,2024-02-06 6:26,2024-02-06 7:09,,142,2784.86,158,3128.96,143,2667.06,158,2934.61
시흥제4동공영주차장,"서울특별시 금천구 독산로 36나길 21, B1 18 ",주차시설,공영주차장,ME183007,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:14,2024-02-05 22:44,2024-02-05 23:27,,44,699.63,9,120.93,59,827.1,58,864.99
쌍문3동 제2공영주차장,"서울특별시 도봉구 쌍문3동 315-62, 지하 1층 안쪽 ",주차시설,공영주차장,ME183008,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:12,2024-02-05 17:25,2024-02-05 18:08,,75,1344.11,143,2607.29,208,3875.44,154,2578.08
스탠포드호텔코리아,"서울특별시 마포구 상암동 월드컵북로 58길 15, 지하4층 18 ",상업시설,숙박시설,ME183009,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:15,2024-02-04 16:06,2024-02-04 16:17,,77,1420.92,90,1817.01,69,1102.89,51,1002.47
국회도서관,"서울특별시 영등포구 의사당대로1, 국회도서관 앞 ",공공시설,공공기관,ME183103,1,DC차데모+AC3상+DC콤보,급속(100kW동시),단독,사용가능,2024-02-06 10:13,2024-02-05 17:23,2024-02-05 18:06,,111,2054.33,182,3133.16,134,2487.89,155,2764.78
국회도서관,"서울특별시 영등포구 의사당대로1, 국회도서관 앞 ",공공시설,공공기관,ME183103,2,DC콤보,급속(100kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 18:17,2024-02-05 18:59,,80,1716.23,130,3193.16,105,2186.75,85,1723.95
국회도서관,"서울특별시 영등포구 의사당대로1, 국회도서관 앞 ",공공시설,공공기관,ME183103,52,DC콤보,급속(100kW동시),동시,사용가능,2024-02-06 10:15,2024-02-05 18:09,2024-02-05 18:21,,138,3171.58,161,3572.03,158,3646.56,136,2967.98
국회의원회관,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측 ",공공시설,공공기관,ME183219,1,DC차데모+AC3상+DC콤보,급속(100kW동시),단독,충전중,2024-02-06 10:13,2024-02-05 9:25,2024-02-06 9:35,,50,689.01,66,994.65,62,964.88,50,759.81
국회의원회관,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측 ",공공시설,공공기관,ME183219,2,DC콤보,급속(100kW동시),동시,사용가능,2024-02-06 10:12,2024-02-06 9:47,2024-02-06 10:06,,34,685.85,51,1152.13,42,844.27,43,740.19
국회의원회관,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측 ",공공시설,공공기관,ME183219,52,DC콤보,급속(100kW동시),동시,사용가능,2024-02-06 10:12,2024-02-04 15:20,2024-02-04 15:41,,35,509.87,47,929.37,44,905.29,43,665.26
노원에코센터,서울특별시 노원구 덕릉로 450 ,공공시설,지자체시설,ME184075,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:15,2024-02-05 18:19,2024-02-05 19:02,,53,621.6,59,817.16,63,964.15,55,838.3
영등포구청 환승공영주차장,"서울특별시 영등포구 양산로111 , 왼쪽 끝편 주차장",주차시설,환승주차장,ME184076,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:13,2024-02-05 15:40,2024-02-05 15:45,,116,1930.33,133,2190.48,125,1927.3,128,1940.46
서울의료원,"서울특별시 중랑구 신내로 156 , 입구 좌측 주차장",근린생활시설,병원,ME184077,1,DC차데모+AC3상+DC콤보,급속(50kW),단독,사용가능,2024-02-06 10:16,2024-02-05 19:54,2024-02-05 20:19,,178,2924.46,209,3396.8,164,2460.92,99,1451.4
롯데 빅마켓,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F) ",상업시설,마트(쇼핑몰),ME18A002,1,DC차데모+AC3상+DC콤보,급속(100kW동시),단독,점검중,2023-10-23 17:24,2023-10-23 17:23,2023-10-23 17:24,,20,230.76,0,0.0,0,0.0,0,0.0
롯데 빅마켓,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F) ",상업시설,마트(쇼핑몰),ME18A002,2,DC차데모+DC콤보,급속(100kW동시),단독,사용가능,2024-02-06 10:12,2024-02-05 16:31,2024-02-05 17:14,,96,1109.71,107,1368.36,99,1109.67,72,668.43
롯데 빅마켓,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F) ",상업시설,마트(쇼핑몰),ME18A002,3,DC콤보,급속(100kW동시),동시,점검중,2023-05-12 10:08,2023-03-02 11:40,2023-03-02 11:43,,0,0.0,0,0.0,0,0.0,0,0.0
롯데 빅마켓,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F) ",상업시설,마트(쇼핑몰),ME18A002,4,DC콤보,급속(100kW동시),동시,점검중,2023-05-12 10:08,2023-03-03 15:05,2023-03-03 15:10,,0,0.0,0,0.0,0,0.0,0,0.0
롯데 빅마켓,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F) ",상업시설,마트(쇼핑몰),ME18A002,5,DC콤보,급속(100kW동시),동시,점검중,2023-05-12 10:09,2023-04-06 16:20,2023-04-06 16:24,,0,0.0,0,0.0,0,0.0,0,0.0
롯데 빅마켓,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F) ",상업시설,마트(쇼핑몰),ME18A002,6,DC콤보,급속(100kW동시),동시,점검중,2023-05-12 10:09,2023-04-06 16:23,2023-04-06 16:30,,0,0.0,0,0.0,0,0.0,0,0.0
성애병원,서울특별시 영등포구 여의대방로 53길 22 ,근린생활시설,병원,ME18B159,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:12,2024-02-06 1:47,2024-02-06 2:15,,68,1584.64,74,1655.26,101,1886.43,143,2402.75
냉천길 공영주차장,서울특별시 강북구 삼양로 230-12 ,주차시설,공영주차장,ME18B160,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-01 13:00,2024-02-01 13:14,,56,1204.55,62,1130.46,31,631.67,29,774.64
미아동 공영주차장,서울특별시 강북구 도봉로 61길 46 ,주차시설,공영주차장,ME18B161,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-05 9:39,2024-02-05 9:42,,14,293.42,24,699.52,26,745.84,6,249.44
수유마을시장 공영주차장,서울특별시 강북구 도봉로 69길 29 ,주차시설,공영주차장,ME18B162,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:12,2024-02-06 8:13,2024-02-06 8:37,,72,1930.1,85,2322.99,70,2167.03,60,1598.04
개봉1동 주민센터 옆 공영주차장,서울특별시 구로구 개봉동 134-8 ,주차시설,공영주차장,ME18B163,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:15,2024-02-06 8:04,2024-02-06 8:28,,268,6348.26,363,8472.31,358,7190.14,311,6389.15
하늘공원주차장,서울특별시 구로구 벚꽃로 370  ,주차시설,공원주차장,ME18B164,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:15,2024-02-06 8:01,2024-02-06 8:41,,97,2713.62,118,2885.68,102,2499.84,129,3313.94
쌍문2동 제3공영주차장,서울특별시 도봉구 쌍문2동 710-4 ,주차시설,공영주차장,ME18B165,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:12,2024-02-06 1:15,2024-02-06 1:46,,132,3109.25,80,1602.4,11,212.64,105,2415.9
서초구청,서울특별시 서초구 남부순환로 2584 ,공공시설,관공서,ME18B166,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:12,2024-02-06 7:00,2024-02-06 7:33,,138,2613.44,30,563.31,208,3642.64,289,4665.63
북한산국립공원 정릉탐방지원센터,서울특별시 성북구 정릉동 829-1 ,관광시설,관광안내소,ME18B167,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:13,2024-02-06 4:08,2024-02-06 4:41,,108,2412.29,138,2901.59,162,3024.24,124,2405.97
북한산국립공원주차장,서울특별시 은평구 진관동 278 ,관광시설,관광안내소,ME18B168,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:12,2024-02-05 14:37,2024-02-05 14:59,,0,0.0,37,801.99,55,1153.89,59,1291.47
부암동 주민센터,서울특별시 종로구 창의문로 145 ,공공시설,주민센터,ME18B169,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-06 1:21,2024-02-06 2:02,,169,4250.98,186,4392.88,224,5020.56,213,5052.81
SETEC,서울특별시 강남구 남부순환로3104 ,관광시설,전시관,ME18B170,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:13,2024-02-06 6:37,2024-02-06 7:18,,123,2734.66,157,3387.9,143,3110.72,123,3080.02
논현로22길 공영주차장,서울특별시 강남구 개포로 25길 32 ,주차시설,공영주차장,ME18B171,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-06 9:25,2024-02-06 9:41,,92,1945.83,130,2617.72,171,3304.47,183,3164.51
대청역 공영주차장,서울특별시 강남구 개포동 13-2 ,주차시설,공영주차장,ME18B172,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,충전중,2024-02-06 10:15,2024-02-05 19:30,2024-02-05 19:40,2024-02-06 10:05,98,2376.31,168,3923.88,170,4209.76,155,3275.98
압구정로29길 공영노상주차장,서울특별시 강남구 압구정동 453 ,주차시설,공영주차장,ME18B173,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,통신이상,2024-02-01 12:58,2024-02-01 10:46,2024-02-01 11:00,,142,2899.06,240,5483.1,314,7166.6,323,6544.95
가오리 공영주차장,서울특별시 강북구 삼양로107길 30 ,주차시설,공영주차장,ME18B174,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-05 19:00,2024-02-05 19:29,,46,773.44,51,931.94,53,1109.1,49,968.45
가양레포츠센터,서울특별시 강서구 양천로61길 101 ,공공시설,지자체시설,ME18B175,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:12,2024-02-05 14:55,2024-02-05 15:38,,87,1879.11,131,2735.06,81,1490.87,7,164.65
강서구민올림픽체육센터,서울특별시 강서구 화곡로65길62 ,공공시설,지자체시설,ME18B176,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-05 20:18,2024-02-05 20:45,,74,1630.31,72,1717.17,71,1495.18,93,1997.64
상계2동 공영주차장,서울특별시 노원구 상계2동 373-13 ,주차시설,공영주차장,ME18B177,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:15,2024-02-06 6:53,2024-02-06 7:22,,222,4522.88,228,4447.42,237,4605.7,222,4141.96
DMC 산학협력연구센터,서울특별시 마포구 매봉산로 37 ,공공시설,지자체시설,ME18B178,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:13,2024-02-05 9:33,2024-02-05 10:16,,21,494.79,25,735.91,43,1024.27,42,1004.91
마천동2공영주차장,서울특별시 송파구 성내천로299-7 ,주차시설,공영주차장,ME18B179,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:12,2024-02-05 18:10,2024-02-05 18:53,,191,3811.83,226,4850.66,190,4030.75,159,3202.33
거여동공영주차장,서울특별시 송파구 오금로68길8 ,주차시설,공영주차장,ME18B180,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:15,2024-02-05 21:24,2024-02-05 21:49,,134,3079.8,60,1198.02,137,2873.49,180,3351.67
천마공영주차장,서울특별시 송파구 성내천로33가길20 ,주차시설,공영주차장,ME18B181,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:13,2024-02-06 5:27,2024-02-06 6:10,,159,3549.93,165,3620.05,226,4489.96,217,4073.02
이태원2동공영주차장,서울특별시 용산구 회나무로 55？  ,주차시설,공영주차장,ME18B182,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,충전중,2024-02-06 10:16,2024-02-04 19:04,2024-02-04 19:24,2024-02-06 9:48,74,1936.71,82,1917.52,141,3111.67,82,1996.85
이마트 은평점,서울특별시 은평구 은평로 111 ,상업시설,마트(쇼핑몰),ME18B183,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-05 21:03,2024-02-05 21:43,,81,2166.67,129,3309.65,127,3324.56,118,3003.73
신월5동 주민센터,서울특별시 양천구 화곡로4길 10 ,공공시설,주민센터,ME18B184,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:13,2024-02-05 19:59,2024-02-05 20:42,,214,3433.46,265,4341.22,362,5791.17,327,5182.43
신정1동 주민센터,서울특별시 양천구 중앙로 32길 1 ,공공시설,주민센터,ME18B185,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-06 8:52,2024-02-06 9:03,,187,2640.29,216,3727.4,158,2825.22,177,3524.14
목2동 주민센터,서울특별시 양천구 목동 중앙본로 120 ,공공시설,주민센터,ME18B186,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:13,2024-02-06 7:36,2024-02-06 8:19,,303,7004.31,369,7677.83,373,8569.71,309,6820.45
송정동 공영주차장,서울특별시 성동구 동일로 199 ,주차시설,공영주차장,ME18B187,1,DC차데모+AC3상+DC콤보,급속(100kW멀티),단독,사용가능,2024-02-06 10:14,2024-02-05 22:47,2024-02-05 23:02,,49,1127.11,31,831.07,64,1513.66,50,1073.67
sh서울주택도시공사,서울특별시 강남구 개포로 621 ,공공시설,공공기관,ME18B278,11,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:15,2024-02-06 4:52,2024-02-06 5:37,2024-02-06 9:45,43,1286.58,52,1625.49,64,1943.24,81,2487.98
sh서울주택도시공사,서울특별시 강남구 개포로 621 ,공공시설,공공기관,ME18B278,12,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:16,2024-02-06 9:43,2024-02-06 9:45,2024-02-06 9:46,44,1108.83,57,1651.48,79,2411.73,52,1336.71
강동구청,서울특별시 강동구 성내로 25 ,공공시설,관공서,ME18B279,11,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:14,2024-02-06 8:49,2024-02-06 9:26,,302,7780.2,333,7927.5,375,7884.63,352,7470.41
강동구청,서울특별시 강동구 성내로 25 ,공공시설,관공서,ME18B279,12,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:14,2024-02-06 9:28,2024-02-06 10:08,,271,6231.91,337,6846.13,347,6323.37,350,6835.22
홈플러스 금천점,서울특별시 금천구 시흥대로 391 ,상업시설,마트(쇼핑몰),ME18B280,11,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:12,2024-02-06 9:24,2024-02-06 10:07,,165,4008.52,198,4711.31,228,4579.07,212,3777.05
홈플러스 금천점,서울특별시 금천구 시흥대로 391 ,상업시설,마트(쇼핑몰),ME18B280,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:12,2024-02-05 21:43,2024-02-05 21:57,,139,3989.12,192,5340.97,196,5167.6,186,4578.93
도봉산환승주차장,서울특별시 도봉구 도봉동 341-1 ,주차시설,환승주차장,ME18B281,11,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:15,2024-01-26 22:56,2024-01-26 23:32,,14,509.57,21,676.77,21,733.73,6,167.64
도봉산환승주차장,서울특별시 도봉구 도봉동 341-1 ,주차시설,환승주차장,ME18B281,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-05 11:53,2024-02-05 12:32,,20,672.04,42,1189.24,40,1185.25,33,943.1
도봉구청,서울특별시 도봉구 마들로 656 ,공공시설,공공기관,ME18B282,11,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:13,2024-02-05 18:09,2024-02-05 18:52,,193,5128.7,292,7238.16,364,9552.54,334,8384.68
도봉구청,서울특별시 도봉구 마들로 656 ,공공시설,공공기관,ME18B282,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:13,2024-02-06 9:55,2024-02-06 9:57,,185,4878.09,280,7489.15,341,9400.97,346,9518.65
마장축산물시장 서문 공영주차장,서울특별시 성동구 고산자로 26길 6 ,주차시설,공영주차장,ME18B283,11,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-05 15:41,2024-02-05 16:22,,48,1232.51,63,1645.79,83,2146.6,85,1928.43
마장축산물시장 서문 공영주차장,서울특별시 성동구 고산자로 26길 6 ,주차시설,공영주차장,ME18B283,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 8:15,2024-02-06 8:56,,41,982.58,51,1446.75,81,2149.28,75,1747.6
서울약령시 공영주차장,서울특별시 동대문구 약령중앙로 26 ,주차시설,공영주차장,ME18B284,11,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:14,2024-02-06 4:42,2024-02-06 4:54,,147,2707.67,246,4231.93,313,4966.26,233,3488.79
서울약령시 공영주차장,서울특별시 동대문구 약령중앙로 26 ,주차시설,공영주차장,ME18B284,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:14,2024-02-06 8:34,2024-02-06 9:15,,78,1960.96,149,3005.39,197,4122.77,176,3547.7
구파발광역환승센터 주차장,서울특별시 은평구 진관동 66-30 지상 3층,주차시설,환승주차장,ME18B287,11,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-06 3:02,2024-02-06 3:10,,67,1837.84,66,1770.13,98,2490.16,89,1937.2
구파발광역환승센터 주차장,서울특별시 은평구 진관동 66-30 지상 3층,주차시설,환승주차장,ME18B287,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-04 21:10,2024-02-04 21:52,,70,1948.12,69,1943.15,120,2968.28,90,2214.2
서울역사박물관,서울특별시 종로구 새문안로 55 ,관광시설,박물관,ME18B288,11,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-05 12:24,2024-02-05 13:07,,90,2592.6,140,3644.04,150,4071.03,148,3964.35
서울역사박물관,서울특별시 종로구 새문안로 55 ,관광시설,박물관,ME18B288,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-06 9:07,2024-02-06 9:50,,130,3593.03,168,4592.73,177,5251.9,204,5177.29
신정3동 넓은들 민원센터,서울특별시 양천구 남부순환로 88길 5-7 ,공공시설,주민센터,ME18B289,11,DC콤보,급속(200kW동시),동시,충전중,2024-02-06 10:16,2024-02-06 9:24,2024-02-06 10:05,2024-02-06 10:06,135,3498.95,62,1602.1,214,5526.67,193,4717.89
신정3동 넓은들 민원센터,서울특별시 양천구 남부순환로 88길 5-7 ,공공시설,주민센터,ME18B289,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:13,2024-02-06 9:25,2024-02-06 9:54,,117,2291.93,86,1687.8,242,5575.99,267,5267.77
용답동 공영주차장,서울특별시 성동구 용답동 4-1 ,주차시설,공영주차장,ME18B290,11,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-06 7:12,2024-02-06 7:53,,107,3052.09,150,4305.96,157,4259.07,119,3237.16
용답동 공영주차장,서울특별시 성동구 용답동 4-1 ,주차시설,공영주차장,ME18B290,12,DC콤보,급속(200kW동시),동시,사용가능,2024-02-06 10:16,2024-02-06 0:09,2024-02-06 0:52,,21,569.28,52,1218.35,54,1298.63,38,966.77
마포공영주차장,서울특별시 마포구 마포대로1길 9 ,주차시설,공영주차장,ME18B406,1,DC콤보,급속(400kW동시),단독,사용가능,2024-02-06 9:46,2024-02-06 6:03,2024-02-06 6:44,,261,6651.86,198,5044.17,162,4211.14,177,4493.81
